district,metro,area,rooms,floor,gk,price,adress
1.19,3.0,35.0,1.0,6.0,0.0,8000.0,"Радужная ул., 50, Днепровский р-н"
1.74,1.0,45.0,1.0,5.0,1.0,11000.0,"Победы пл., 71 а, Шевченковский р-н"
1.18,3.0,35.0,1.0,2.0,0.0,10000.0,"Чернобыльская ул., 9-А, Святошинский р-н"
1.0,3.0,46.0,2.0,2.0,0.0,9000.0,"Волкова космонавта ул., 8, Деснянский р-н"
1.74,1.0,31.0,1.0,9.0,0.0,9000.0,"Борщаговская ул., 16, Шевченковский р-н"
1.19,3.0,45.0,2.0,3.0,0.0,7000.0,"Курнатовского ул., 17Б, Днепровский р-н"
1.53,1.0,32.0,1.0,2.0,1.0,11000.0,"Демиевская ул., 13, Голосеевский р-н"
1.53,1.0,54.0,1.0,5.0,0.0,10500.0,"Ломоносова ул., 50/2, Голосеевский р-н"
1.19,3.0,32.0,1.0,3.0,1.0,12000.0,"Юрия Липы ул., 6, Днепровский р-н"
1.12,3.0,75.0,2.0,3.0,0.0,14000.0,"Бажана Николая просп., 14, Дарницкий р-н"
1.53,3.0,48.7,1.0,8.0,1.0,12500.0,"Вильямса академика ул., 3/7, Голосеевский р-н"
1.18,3.0,50.0,1.0,23.0,0.0,8000.0,"Семьи Стешенко ул. (Строкача Тимофея), 7, Святошинский р-н"
1.18,1.0,36.0,1.0,2.0,0.0,7000.0,"Киприанова академика ул., 8-а, Святошинский р-н"
1.12,1.0,85.0,2.0,4.0,1.0,23000.0,"Днепровская наб., 14б, Дарницкий р-н"
1.0,3.0,50.0,1.0,22.0,0.0,8500.0,"Бальзака Оноре ул., 6, Деснянский р-н"
2.87,1.0,30.0,1.0,1.0,0.0,10000.0,"Бастионная ул., 5, Печерский р-н"
1.0,3.0,23.0,1.0,1.0,0.0,6990.0,"Лесной просп., 21, Деснянский р-н"
1.19,3.0,45.0,1.0,7.0,0.0,13000.0,"Каблукова академика ул., 21, Соломенский р-н"
2.87,1.0,59.0,2.0,2.0,0.0,16500.0,"Михаила Емельяновича-Павленко ул. (Суворова), 18/20, Печерский р-н"
1.19,3.0,33.0,1.0,2.0,0.0,9000.0,"Соборности просп. (Воссоединения), 18, Днепровский р-н"
1.19,3.0,35.0,1.0,6.0,0.0,8000.0,"Радунская ул., 50, Днепровский р-н"
1.19,3.0,47.0,2.0,3.0,0.0,8500.0,"Шухевича Романа просп. (Ватутина генерала), 22а, Днепровский р-н"
1.19,3.0,35.0,1.0,6.0,0.0,9990.0,"Гарматная ул., 37а, Соломенский р-н"
2.87,1.0,82.0,2.0,13.0,0.0,63250.0,"Струтинского Сергея ул., 2, Печерский р-н"
1.0,3.0,56.0,2.0,3.0,0.0,9000.0,"Бальзака Оноре ул., 77, Деснянский р-н"
1.29,3.0,25.0,1.0,2.0,0.0,7990.0,"Правды просп., 41, Подольский р-н"
1.19,3.0,46.0,2.0,3.0,0.0,10000.0,"Алексы Тихого ул. (Выборгская), 54-А, Соломенский р-н"
2.87,1.0,23.0,1.0,1.0,1.0,11000.0,"Соловцова Николая ул., 2, Печерский р-н"
1.22,3.0,38.0,1.0,3.0,0.0,11000.0,"Малиновского маршала ул., 25, Оболонский р-н"
1.74,1.0,35.0,1.0,3.0,0.0,13000.0,"Телиги Олены ул., 3, Шевченковский р-н"
2.87,1.0,100.0,2.0,3.0,1.0,44000.0,"Зверинецкая ул., 59, Печерский р-н"
1.0,3.0,42.0,1.0,7.0,0.0,7500.0,"Маяковского Владимира просп., 40, Деснянский р-н"
1.19,3.0,40.0,2.0,8.0,1.0,11000.0,"Харьковское Шоссе, 19, Днепровский р-н"
1.19,3.0,56.0,2.0,5.0,1.0,16500.0,"Кудряшова ул., 16, Соломенский р-н"
1.53,3.0,29.0,1.0,2.0,1.0,10500.0,"Луценко, 8А, Голосеевский р-н"
1.22,1.0,245.0,5.0,9.0,0.0,88000.0,"Героев Сталинграда просп., 24, Оболонский р-н"
1.53,1.0,140.0,3.0,6.0,1.0,41250.0,"Демиевская ул., 13, Голосеевский р-н"
1.18,1.0,35.0,1.0,2.0,0.0,11000.0,"Кольцова бульв., 7а, Святошинский р-н"
1.19,3.0,55.0,1.0,24.0,0.0,17875.0,"Шумского Юрия ул., 3г, Днепровский р-н"
1.19,1.0,56.0,1.0,14.0,1.0,15500.0,"Панельная ул., 4А, Днепровский р-н"
1.12,3.0,75.0,2.0,6.0,0.0,13000.0,"Здолбуновская ул., 13, Дарницкий р-н"
1.53,1.0,59.0,2.0,16.0,0.0,16499.0,"Феодосийская ул., 1а, Голосеевский р-н"
1.74,1.0,140.0,3.0,8.0,0.0,99000.0,"Пирогова ул., 2/37б, Шевченковский р-н"
2.87,1.0,54.0,1.0,14.0,0.0,24750.0,"Лумумбы Патриса ул., 11, Печерский р-н"
2.87,1.0,50.0,1.0,14.0,1.0,24750.0,"Саперное Поле ул., 14/55, Печерский р-н"
1.19,3.0,38.0,1.0,8.0,0.0,7000.0,"Курнатовского ул., 30, Днепровский р-н"
1.74,1.0,110.0,3.0,4.0,0.0,38500.0,"Ярославов Вал ул., 19, Шевченковский р-н"
1.22,2.0,45.0,1.0,16.0,0.0,10500.0,"Кондратюка Юрия ул., 5, Оболонский р-н"
1.22,2.0,41.0,1.0,6.0,0.0,12000.0,"Петра Калнышевского ул. (Майорова Михаила), 6, Оболонский р-н"
1.19,2.0,50.0,2.0,5.0,0.0,14000.0,"Полевая ул., 73, Соломенский р-н"
1.19,1.0,80.0,2.0,3.0,0.0,15000.0,"Красноткацкая ул., 43, Днепровский р-н"
1.29,1.0,100.0,3.0,3.0,0.0,27500.0,"Туровская ул., 29, Подольский р-н"
1.74,1.0,167.0,4.0,4.0,0.0,33000.0,"Тургеневская ул., 45/49, Шевченковский р-н"
1.18,3.0,30.0,1.0,17.0,0.0,8500.0,"Бударина ул., 3 Г, Святошинский р-н"
1.0,3.0,52.0,2.0,3.0,0.0,13000.0,"Драйзера Теодора ул., 11, Деснянский р-н"
2.87,1.0,76.0,2.0,18.0,1.0,38500.0,"Василия Тютюнника ул. (Барбюса Анри), 28а, Печерский р-н"
2.87,1.0,100.0,3.0,3.0,0.0,49500.0,"Василия Тютюнника ул. (Барбюса Анри), 53, Печерский р-н"
2.87,1.0,85.0,2.0,7.0,1.0,46750.0,"Предславинская ул., 53, Печерский р-н"
2.87,1.0,72.0,2.0,17.0,1.0,46750.0,"Джона Маккейна ул. (Кудри Ивана), 3а, Печерский р-н"
1.74,1.0,50.0,2.0,11.0,1.0,24750.0,"Победы просп., 5В, Шевченковский р-н"
2.87,1.0,68.0,2.0,4.0,0.0,27500.0,"Лютеранская ул., 8, Печерский р-н"
2.87,1.0,85.0,2.0,9.0,1.0,23375.0,"Евгения Коновальца ул. (Щорса), 32а, Печерский р-н"
1.18,1.0,45.0,1.0,17.0,0.0,11500.0,"Верховинная ул., 41, Святошинский р-н"
1.53,1.0,82.0,2.0,9.0,1.0,22999.0,"Ломоносова ул., 73в, Голосеевский р-н"
1.74,1.0,115.0,3.0,3.0,0.0,41250.0,"Кудрявский спуск, 3А, Шевченковский р-н"
1.19,3.0,42.0,1.0,20.0,0.0,10000.0,"Гашека Ярослава бульв., 20, Днепровский р-н"
1.19,1.0,31.0,1.0,3.0,0.0,8000.0,"Пражская ул., 3, Днепровский р-н"
2.87,1.0,95.0,3.0,13.0,0.0,24000.0,"Михаила Омеляновича-Павленка ул. (Суворова), 19А, Печерский р-н"
2.87,1.0,100.0,3.0,6.0,0.0,23000.0,"Леси Украинки бульв., 21, Печерский р-н"
1.19,3.0,49.0,2.0,2.0,0.0,10000.0,"Перова бульв., 16б, Днепровский р-н"
1.19,3.0,31.0,1.0,3.0,1.0,11000.0,"Соборности просп. (Воссоединения), 17, Днепровский р-н"
1.53,3.0,54.0,2.0,5.0,0.0,8000.0,"Лятошинского композитора ул., 28, Голосеевский р-н"
1.0,3.0,80.0,3.0,12.0,0.0,11000.0,"Градинская ул., 6, Деснянский р-н"
1.19,3.0,43.0,1.0,23.0,0.0,12000.0,"Запорожца Петра ул., 26а, Днепровский р-н"
1.53,3.0,50.0,2.0,5.0,0.0,8999.0,"Глушкова академика просп., 9б, Голосеевский р-н"
1.19,3.0,45.0,2.0,4.0,0.0,8500.0,"Комарова космонавта просп., 30/28, Соломенский р-н"
1.22,1.0,43.0,1.0,20.0,1.0,20000.0,"Тимошенко маршала ул., 21, Оболонский р-н"
1.18,1.0,33.0,1.0,17.0,0.0,13500.0,"Победы просп., 131А, Святошинский р-н"
1.19,1.0,65.0,3.0,2.0,0.0,11000.0,"Русановский бульвар , 3, Днепровский р-н"
2.87,1.0,42.0,1.0,2.0,0.0,12000.0,"Бастионная ул., 4, Печерский р-н"
1.19,1.0,36.0,1.0,6.0,0.0,7000.0,"Сосницкая ул., 10, Днепровский р-н"
1.29,3.0,46.0,2.0,3.0,0.0,7700.0,"Бестужева Александра ул., 32, Подольский р-н"
1.19,3.0,45.0,2.0,2.0,0.0,7500.0,"Запорожца Петра ул., 19, Днепровский р-н"
2.87,1.0,100.0,3.0,13.0,0.0,19250.0,"Драгомирова ул., 2, Печерский р-н"
1.74,1.0,160.0,4.0,4.0,0.0,38500.0,"Деревлянская ул. (Якира), 8, Шевченковский р-н"
1.12,1.0,76.0,2.0,5.0,1.0,23000.0,"Осокорская ул., 2А, Дарницкий р-н"
1.74,1.0,156.0,4.0,6.0,0.0,101750.0,"Шевченко Тараса бульв., 27Б, Шевченковский р-н"
1.74,1.0,87.0,2.0,4.0,0.0,24000.0,"Костельная ул., 9, Шевченковский р-н"
1.19,3.0,55.0,2.0,9.0,0.0,10000.0,"Вацлава Гавела бульв. (Лепсе Ивана), 5г, Соломенский р-н"
1.12,1.0,32.0,1.0,11.0,1.0,10000.0,"Каменская ул. (Днепродзержинская), 128, Дарницкий р-н"
1.53,1.0,56.0,2.0,15.0,0.0,15500.0,"Забилы Виктора ул., 5, Голосеевский р-н"
1.22,1.0,43.0,1.0,20.0,1.0,19000.0,"Тимошенко маршала ул., 21, Оболонский р-н"
1.74,1.0,128.0,3.0,3.0,0.0,40975.0,"Хмельницкого Богдана ул., 30/10, Шевченковский р-н"
1.74,1.0,45.0,2.0,20.0,1.0,19250.0,"Сикорского Игоря ул. (Танковая), 4Б, Шевченковский р-н"
1.74,1.0,81.0,2.0,11.0,1.0,30250.0,"Сикорского Игоря ул. (Танковая), 1, Шевченковский р-н"
1.19,3.0,68.0,2.0,21.0,0.0,20000.0,"Лобановского просп. (Краснозвездный), 6Д, Соломенский р-н"
2.87,1.0,112.0,3.0,10.0,0.0,23000.0,"Драгомирова ул., 4, Печерский р-н"
1.0,3.0,34.0,1.0,8.0,0.0,8500.0,"Каштановая ул., 11, Деснянский р-н"
1.12,3.0,39.0,1.0,3.0,0.0,8000.0,"Харьковское шоссе, 56, Дарницкий р-н"
1.74,1.0,72.0,2.0,4.0,0.0,38500.0,"Малая Житомирская ул., 16, Шевченковский р-н"
1.12,2.0,42.0,2.0,5.0,0.0,9500.0,"Бульвар Верховного Совета, 14А, Дарницкий р-н"
2.87,1.0,115.0,3.0,17.0,0.0,71500.0,"Драгомирова ул., 9, Печерский р-н"
1.19,3.0,62.0,3.0,5.0,0.0,12000.0,"Энтузиастов ул., 39, Днепровский р-н"
1.53,2.0,50.0,2.0,3.0,0.0,9500.0,"Теремковская , 15, Голосеевский р-н"
1.12,3.0,87.0,2.0,17.0,0.0,14000.0,"Григоренко Петра просп., 22/20, Дарницкий р-н"
2.87,1.0,50.0,2.0,6.0,1.0,27500.0,"Василия Тютюнника ул. (Барбюса Анри), 28а, Печерский р-н"
1.12,3.0,105.0,3.0,8.0,0.0,18000.0,"Харьковское шоссе, 58а, Дарницкий р-н"
1.19,3.0,54.0,2.0,4.0,0.0,9300.0,"Бориславская ул., 54, Соломенский р-н"
1.19,3.0,46.0,1.0,2.0,0.0,9000.0,"Эрнста ул., 6, Соломенский р-н"
1.29,3.0,80.0,3.0,8.0,1.0,20000.0,"Правды просп., 41а, Подольский р-н"
1.12,2.0,100.0,2.0,25.0,0.0,27000.0,"Урловская ул., 23Б, Дарницкий р-н"
1.12,1.0,33.0,1.0,5.0,0.0,12000.0,"Малоземельная ул., 75, Дарницкий р-н"
1.12,3.0,56.0,2.0,6.0,0.0,12000.0,"Ахматовой Анны ул., 43, Дарницкий р-н"
1.29,3.0,54.0,2.0,11.0,0.0,11000.0,"Порика Василия просп., 17а, Подольский р-н"
1.53,2.0,50.0,2.0,8.0,0.0,14000.0,"Никольско-Ботаническая ул., 6/8, Голосеевский р-н"
1.19,3.0,44.0,1.0,16.0,1.0,11000.0,"Героев Севастополя ул., 35а, Соломенский р-н"
1.29,3.0,40.0,1.0,14.0,1.0,12000.0,"Правды просп., 41, Подольский р-н"
1.74,1.0,37.0,1.0,26.0,0.0,19000.0,"Победы просп., 5в, Шевченковский р-н"
1.53,1.0,47.0,2.0,2.0,0.0,11000.0,"Ломоносова ул., 31/1, Голосеевский р-н"
2.87,1.0,78.0,3.0,3.0,0.0,17000.0,"Дружбы Народов бульв., 21, Печерский р-н"
1.29,1.0,35.0,1.0,2.0,0.0,14000.0,"Юрковская ул., 18, Подольский р-н"
1.22,1.0,50.0,2.0,7.0,0.0,10500.0,"Оболонский просп., 12, Оболонский р-н"
1.22,1.0,55.0,1.0,5.0,0.0,18000.0,"Героев Сталинграда просп., 24, Оболонский р-н"
2.87,1.0,50.0,2.0,9.0,0.0,27600.0,"Предславинская ул., 57, Печерский р-н"
1.22,1.0,60.0,2.0,8.0,0.0,12000.0,"Героев Сталинграда просп., 40, Оболонский р-н"
1.74,1.0,54.0,2.0,8.0,0.0,16500.0,"Победы просп., 19, Шевченковский р-н"
1.74,1.0,75.0,3.0,8.0,0.0,13500.0,"Победы просп., 25, Шевченковский р-н"
1.19,1.0,31.0,1.0,4.0,0.0,10500.0,"Каховская ул., 62а, Днепровский р-н"
1.19,3.0,60.0,3.0,3.0,0.0,15000.0,"Днепровская наб., 11а, Днепровский р-н"
1.53,1.0,70.0,3.0,9.0,0.0,12000.0,"Голосеевский просп. (40-летия Октября), 15б, Голосеевский р-н"
1.53,3.0,32.0,1.0,22.0,1.0,11500.0,"Ломоносова ул., 85б, Голосеевский р-н"
1.19,1.0,50.0,1.0,7.0,1.0,16000.0,"Богдановская ул., 7д, Соломенский р-н"
1.19,1.0,32.0,1.0,5.0,1.0,12500.0,"Каховская ул., 62а, Днепровский р-н"
1.19,3.0,50.0,1.0,3.0,1.0,15000.0,"Сагайдака Степана ул., 101, Днепровский р-н"
1.19,1.0,82.0,4.0,2.0,0.0,17000.0,"Богдановская ул., 4, Соломенский р-н"
1.19,1.0,79.0,3.0,5.0,0.0,16500.0,"Воздухофлотский просп., 20/1, Соломенский р-н"
1.53,3.0,120.0,3.0,7.0,1.0,55000.0,"Голосеевский просп. (40-летия Октября), 58, Голосеевский р-н"
1.12,3.0,57.0,2.0,21.0,0.0,10000.0,"Мишуги Александра ул., 12, Дарницкий р-н"
1.29,3.0,52.0,2.0,7.0,0.0,8500.0,"Правды просп., 10, Подольский р-н"
1.74,1.0,72.0,2.0,19.0,1.0,21000.0,"Герцена ул., 35, Шевченковский р-н"
1.0,3.0,55.0,2.0,12.0,0.0,8000.0,"Бальзака Оноре ул., 82, Деснянский р-н"
1.53,3.0,38.0,1.0,3.0,0.0,15500.0,"Никольско-Ботаническая ул., 11, Голосеевский р-н"
1.12,3.0,70.0,2.0,23.0,0.0,15000.0,"Драгоманова ул., 2, Дарницкий р-н"
1.12,3.0,80.0,2.0,13.0,0.0,15000.0,"Урловская ул., 16, Дарницкий р-н"
2.87,1.0,83.0,2.0,6.0,1.0,38500.0,"Сечевых стрельцов, 44а, Печерский р-н"
1.18,1.0,117.0,3.0,17.0,0.0,17000.0,"Ирпенская ул., 69 а, Святошинский р-н"
1.19,3.0,45.0,2.0,4.0,0.0,8450.0,"Комарова космонавта просп., 30/28, Соломенский р-н"
1.53,1.0,29.0,1.0,3.0,1.0,12000.0,"Лучистая ул., 44, Голосеевский р-н"
1.12,2.0,40.0,2.0,10.0,1.0,11000.0,"Николая Хвылевого ул., 3а, Дарницкий р-н"
1.22,3.0,50.0,2.0,22.0,1.0,15000.0,"Кондратюка Юрия ул., 3, Оболонский р-н"
1.22,1.0,66.0,3.0,7.0,0.0,16500.0,"Героев Сталинграда просп., 61а, Оболонский р-н"
2.87,1.0,70.0,2.0,18.0,0.0,33000.0,"Драгомирова ул., 4б, Печерский р-н"
1.74,1.0,222.0,3.0,5.0,0.0,110000.0,"Паторжинского ул., 14, Шевченковский р-н"
1.19,3.0,59.0,2.0,2.0,0.0,12000.0,"Комарова космонавта просп., 14а, Соломенский р-н"
1.53,3.0,70.0,2.0,9.0,1.0,16000.0,"Вільямса , 17/11, Голосеевский р-н"
1.19,3.0,40.0,1.0,7.0,0.0,8500.0,"Шухевича Романа просп. (Ватутина генерала), Днепровский р-н"
1.19,3.0,55.0,2.0,2.0,0.0,9000.0,"Гетьмана Вадима ул., 46-А, Соломенский р-н"
1.74,1.0,37.0,1.0,5.0,1.0,14000.0,"Победы просп., 67а, Шевченковский р-н"
2.87,1.0,126.0,3.0,5.0,1.0,63222.5,"Лумумбы Патриса ул., 6-1, Печерский р-н"
1.19,3.0,40.0,1.0,8.0,0.0,8490.0,"Донецкая ул., 8а, Соломенский р-н"
1.19,3.0,18.0,1.0,8.0,1.0,8500.0,"Машиностроительная ул., 41, Соломенский р-н"
1.22,1.0,53.0,2.0,1.0,0.0,11000.0,"Героев Сталинграда просп., 7, Оболонский р-н"
1.18,3.0,50.0,2.0,8.0,0.0,9000.0,"Королева академика просп., 6, Святошинский р-н"
1.12,1.0,86.0,2.0,8.0,0.0,27500.0,"Днепровская наб., 14г, Дарницкий р-н"
2.87,1.0,70.0,2.0,2.0,0.0,30250.0,"Бендукидзе Кахи ул., 2, Печерский р-н"
1.53,1.0,78.0,3.0,8.0,0.0,27500.0,"Большая Васильковская ул. (Красноармейская), 145, Голосеевский р-н"
